Group,Region,Shop,Item Name,Dosh,Requirement
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Panacea,1800,Bliss
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Life Cure,1500,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Mini Bomb,300,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Sleep Bomb,800,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Medium Bomb,1000,Bliss
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Iron Pickaxe,1800,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Silver Pickaxe,2900,Bliss
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Pine Axe,1900,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Palm Axe,3045,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Pine Rod,1600,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Palm Rod,2600,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Iron Hammer,2100,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Silver Hammer,3300,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Pine Saw,1980,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Palm Saw,3190,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Iron Needle,1440,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Silver Needle,2300,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Iron Frying Pan,1520,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Silver Frying Pan,2400,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Inventor's Flask,3400,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Bubbling Flask,5200,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Aquamarine Ring,4000,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Amethyst Ring,6000,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Emerald Ring,12000,Bliss
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Classy Monocle,10000,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Cuddly Sea Turtle,3000,
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Topaz,1000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Aquamarine,1500,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Ruby,2500,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Amethyst,1500,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Emerald,2800,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Sapphire,3000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Black Onyx,3500,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Diamond,4000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Deep Sea Pickaxe,13000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Marine Axe,13650,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,New Wave Needle,15000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Sea Saw,14300,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Crystal Sword,16000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Gaudy Jacket,36000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Gaudy Bottoms,32000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Gaudy Hat,32000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Gaudy Gloves,30000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Gaudy Boots,28000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Mini Specs,19000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Topaz Ring,3000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Aquamarine Ring,4000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Ruby Ring,13000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Amethyst Ring,6000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Emerald Ring,12000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Sapphire Ring,13000,Level: 30
Story,Port Puerto Palace Way,Snoot's Emporium Secret Shop,Black Onyx Ring,20000,Level: 30
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Tomato Soup,300,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Fish Soup,500,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Southern Stew,750,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Prawn Gratin,1200,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Port Town Gratin,1600,Bliss
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Tuna Sashimi,600,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Bream Sashimi,2000,Bliss
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Flying Fish Sushi,1400,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Sardine Pate,1000,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Rice-Stuffed Squid,900,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Pufferfish Sashimi,3200,Bliss
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Seafood Stew,2000,Bliss
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Sashimi Set,3000,Bliss
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Giant Fried Egg,1000,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Eggy Fried Rice,720,Bliss
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Salt,20,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Sugar,20,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Vinegar,50,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Ginger,100,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Mustard,150,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Iron Frying Pan,1520,
Port Puerto,Port Puerto Palace Way,Cocina Rica Restaurant Main Shop,Silver Frying Pan,2400,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Salt,20,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Sugar,20,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Red Peppercorns,100,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Vinegar,50,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Black Pepper,100,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Butter,50,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Ginger,100,Master: Cook
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Mustard,150,Master: Cook
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Wasabi,200,Master: Cook
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Forest Mushroom,20,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Mountain Mushroom,50,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Cave Mushroom,100,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Duffle,20,Master: Cook
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Charge Up Aid,2500,Master: Cook
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Pretend Frying Pan,400,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Bronze Frying Pan,840,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Iron Frying Pan,1520,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Silver Frying Pan,2400,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Gold Frying Pan,4000,Master: Cook
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Clam Frying Pan,8000,Master: Cook
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Foreign Frying Pan,16000,Master: Cook
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Chef's Apron (M),400,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Chef's Apron (F),400,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Pan-Fried Helm,400,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Potluck Helm,400,
Life,Port Puerto Palace Way,Cocina Rica Restaurant Cook Life Store,Cook's Gloves,400,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Harbour Hunny Suit,2200,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Harbour Hunk Suit,2800,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Seafarer's Outfit,4800,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Twin Tail Jacket,6400,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Harbour Hunny Skirt,1800,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Lined Skirt,2800,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Frilly Skirt,5000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Harbour Hunk Slacks,1800,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Seafarer's Capris,4000,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Watermeloons,3800,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Netted Hat,3800,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Holiday Top,4200,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Holiday Shirt,4000,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Sea Sarong,4200,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Sea Trunks,4000,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Flower Hairclip,2400,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Diving Mask,6400,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Harbour Sandals,720,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Warrior's Sandals,1800,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Ribbon-Laced Shoes,3300,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Beach Sandals,3600,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Mules,4800,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Tuxedo,22000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Formal Trousers,16000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Formal Dress Shoes,12000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Pretty Princess Outfit,26000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Cape,800,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Long Cape,8000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Stylish Specs,8000,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Coral Necklace,2800,
Port Puerto,Port Puerto Palace Way,Port Puerto Fashion Boutique,Marine Necklace,4500,Bliss
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Charge Up Aid,2500,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Fine Feather,100,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Glossy Feather,200,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Coal-Black Feather,400,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Seashell Buttons,100,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Gemstone Buttons,400,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Wonderful Buttons,1000,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Cute Ribbon,40,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Fancy Ribbon,80,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Wonderful Ribbon,1000,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,String,40,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Leather String,80,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Wonderful String,1000,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Apple Applique,400,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Fairy Applique,400,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Shield Applique,400,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Pirate Applique,600,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Hero Applique,400,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Princess Applique,600,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Dragon Applique,600,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Royal Applique,600,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Dandelion Cotton,40,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Sunny Cotton,320,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Angelic Cotton,960,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Wool,160,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Silk,320,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Cashmere,640,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Marine Silk,480,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Linen,640,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Flare Wool,1200,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Pink Silk,960,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Black Cashmere,1200,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Training Needle,400,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Bronze Needle,800,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Iron Needle,1440,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Silver Needle,2300,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Gold Needle,3800,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Fashionista's Needle,6400,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,New Wave Needle,15000,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Industry Needle,30000,Master: Tailor
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Weaver's Outfit,400,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Seamstress's Dress,400,
Life,Port Puerto Palace Way,Madame Purl's Tailor Life Store,Tailor's Shoes,400,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Sweet Fish Pastry,2000,Master: Angler
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Charge Up Aid,2500,Master: Angler
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Fish Scales,400,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Subterranean Scales,1500,Master: Angler
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Icy Scales,2000,Master: Angler
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Celestial Scales,2000,Master: Angler
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Volcanic Fin,2000,Master: Angler
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Forest Lordfish Moss,1000,Master: Angler
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Guppy Rod,400,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Oak Rod,900,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Pine Rod,1600,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Palm Rod,2600,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Famous Angler's Rod,7200,Master: Angler
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Whirlpool Rod,17000,Master: Angler
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Carp Smock,400,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Carp Tunic,400,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Carp Trousers (M),400,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Carp Trousers (F),400,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Fishy Green Hood,400,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Fishy Pink Hood,400,
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Shark Hat,30000,Master: Angler
Life,Port Puerto Palace Way,Angler's Association Angler Life Store,Angler's Goggles,4800,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Beach Watermelon,150,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Healweed,10,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,HP Potion,60,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Hi-HP Potion,320,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Vitalweed,30,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,SP Potion,120,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Hi-SP Potion,440,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Life Cure,1500,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Poison Antidote,120,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Stun Antidote,160,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Sleep Antidote,200,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Saltless Seawater,100,Bliss
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Panacea,1800,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Mini Bomb,300,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Sleep Bomb,800,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Marine Ore,200,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Palm Log,100,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Mangrove Log,160,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Elder Palm Log,600,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Elder Mangrove Log,960,Bliss
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Amethyst,1500,Bliss
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Coastal Headwear,4000,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Coastal Armour,4800,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Coastal Bottoms,4800,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Coastal Gloves,2400,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Coastal Boots,2400,
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Aqua Hood,10000,Bliss
Other,Tortuga Archipelago,Tortuga Archipelago Merchant,Aqua Robe,12000,Bliss
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Charge Up Aid,2500,Master: Alchemist
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Green Gel,60,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Blue Gel,120,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Red Gel,240,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Yellow Gel,300,Master: Alchemist
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Purple Gel,180,Master: Alchemist
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Black Gel,420,Master: Alchemist
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Magic Powder,400,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Demonic Powder,600,Master: Alchemist
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Suspicious Object,200,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Mysterious Object,500,Master: Alchemist
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Curious Object,1050,Master: Alchemist
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Experimental Flask,400,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Science Flask,2800,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Inventor's Flask,3400,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Bubbling Flask,5200,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Wisdom Flask,6000,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Sol Flask,9000,Master: Alchemist
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Icicle Flask,12500,Master: Alchemist
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Bolt Flask,18000,Master: Alchemist
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Alchemic Coat,400,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Alchemic Dress,400,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Alchemist's Bandana,400,
Life,Al Maajik Sandtown,Professor Snooze's Alchemist Life Store,Alchemist's Shoes,400,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Healweed,10,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Alcheweed,20,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Arch Alcheweed,200,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Vitalweed,30,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Cureweed,20,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Lifeweed,40,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Pine Nuts,20,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Palm Nuts,40,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Sugar Nuts,60,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Antidote Berries,10,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Antistun Berries,20,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Wakeup Berries,40,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Rejuvenating Berries,100,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Al Maajik Bloom,60,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Magic Powder,400,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Demonic Powder,600,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Combustible Powder,270,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Suspicious Object,200,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Mysterious Object,500,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Scrap of Cloth,10,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Green Gel,60,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Blue Gel,120,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Purple Gel,180,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Yellow Gel,300,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Green Cactus,72,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Yellow Cactus,360,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Monster Dung,20,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Inventor's Flask,3400,
Al Maajik,Al Maajik Sandtown,Al Maajik Odds & Ends,Bubbling Flask,5200,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,HP Potion,60,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Hi-HP Potion,320,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Healing Powder,1000,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,SP Potion,120,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Hi-SP Potion,440,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Energy Powder,1200,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Mega Aid,2500,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Poison Antidote,120,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Stun Antidote,160,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Sleep Antidote,200,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Panacea,1800,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Life Cure,1500,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Power Aid,1200,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Resistance Aid,1200,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Mini Bomb,300,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Medium Bomb,1000,Bliss
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Sleep Bomb,800,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Poison Bomb,1000,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Stun Bomb,1200,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Iron Pickaxe,1800,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Gold Pickaxe,4800,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Pine Axe,1900,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Sugar Axe,5040,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Pine Rod,1600,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Sugar Rod,4300,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Iron Hammer,2100,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Gold Hammer,5520,
Al Maajik,Al Maajik Sandtown,Al Maajik General Goods,Pine Saw,1980,
